In 19205 4.186 4.713
In 19206 1.45 1.679
In 19207 2.472 3.005
In 19208 3.231 1.573
In 19209 1.765 1.531
In 19210 3.195 1.992
In 19211 3.613 1.613
In 19218 4.011 1.257
In 19219 3.616 1.611
In 19220 4.119 1.165
In 19221 3.484 1.198
In 19222 4.025 1.682
In 19223 4.228 1.911
Ce 19228 -0.768 -4.666
Ce 19229 -1.279 -4.965
Ce 19230 -0.173 -4.194
Sn 19230 -0.113 3.18
Ce 19231 0.005 -3.618
Sn 19231 0.22 0.477
Ce 19232 -2.06 -1.931
Sn 19232 0.706 1.396
Ce 19233 -3.027 -1.324
Sn 19233 1.884 2.507
Bi1 19233 -3.627 -0.955
Bi2 19233 -1.094 -3.148
Ce 19234 -2.658 -0.631
Sn 19234 -1.771 1.353
Bi1 19234 -1.258 -0.805
Bi2 19234 -0.55 0.597
Sn 19235 -2.14 3.202
Bi1 19235 3.19 1.18
Bi2 19235 -0.137 1.001
Sn 19236 -1.095 0.582
Bi1 19236 -2.045 -2.408
Bi2 19236 -1.358 -0.414
Bi1 19237 -2.99 -1.944
Bi2 19237 -4.176 -1.171
Bi1 19238 -1.62 -2.543
Bi2 19238 -0.22 -0.003
