18357 1 1 1 1 1 1 1 1
18357 1 1 1 1 1 1 1 1
18358 1 1 1 1 1 1 1 1
18358 1 1 1 1 1 1 1 1
18359 1 1 1 1 1 1 1 1
18359 1 1 1 1 1 1 1 1
18359 1 1 1 1 1 1 1 1
18360 1 1 1 1 1 1 1 1
18360 1 1 1 1 1 1 1 1
18360 1 1 1 1 1 1 1 1
18361 1 1 1 1 1 1 1 1
18361 1 1 1 1 1 1 1 1
18361 1 1 1 1 1 1 1 1
18361 1 1 1 1 1 1 1 1
18362 1 1 1 1 1 1 1 1
18362 1 1 1 1 1 1 1 1
18362 1 1 1 1 1 1 1 1
18362 1 1 1 1 1 1 1 1
18363 1 1 1 1 1 1 1 1
18363 1 1 1 1 1 1 1 1
18363 1 1 1 1 1 1 1 1
18363 1 1 1 1 1 1 1 1
18364 1 1 1 1 1 1 1 1
18364 1 1 1 1 1 1 1 1
18364 1 1 1 1 1 1 1 1
18365 1 1 1 1 1 1 1 1
18365 1 1 1 1 1 1 1 1
18365 1 1 1 1 1 1 1 1
18367 1 1 1 1 1 1 1 1
18367 1 1 1 1 1 1 1 1
18370 1 1 1 1 1 1 1 0
18370 1 1 1 1 1 1 1 0
18371 1 1 1 1 1 1 1 0
18371 1 1 1 1 1 1 1 0
18372 1 1 1 1 1 1 1 0
18372 1 1 1 1 1 1 1 0
18373 1 1 1 1 1 1 1 0
18373 1 1 1 1 1 1 1 0
18374 1 1 1 1 1 1 1 0
18374 1 1 1 1 1 1 1 0
18375 1 1 1 1 1 1 1 0
18375 1 1 1 1 1 1 1 0
18376 1 1 1 1 1 1 1 0
18376 1 1 1 1 1 1 1 0
18377 1 1 1 1 1 1 1 0
18377 1 1 1 1 1 1 1 0
18378 1 1 1 1 1 1 1 0
18378 1 1 1 1 1 1 1 0
18379 1 1 1 1 1 1 1 0
18379 1 1 1 1 1 1 1 0
18380 1 1 1 1 1 1 1 0
18380 1 1 1 1 1 1 1 0
18381 1 1 1 1 1 1 1 0
18381 1 1 1 1 1 1 1 0
18382 1 1 1 1 1 1 1 0
18382 1 1 1 1 1 1 1 0
18383 1 1 1 1 1 1 1 0
18383 1 1 1 1 1 1 1 0
18384 1 1 1 1 1 1 1 0
18384 1 1 1 1 1 1 1 0
18385 1 1 1 1 1 1 1 0
18385 1 1 1 1 1 1 1 0
18386 1 1 1 1 1 1 1 0
18386 1 1 1 1 1 1 1 0
